invoice_id,subscription_id,invoiced_amount,invoice_date
inv_100229,sub_53492,533.79,2024-11-26
inv_100231,sub_53481,696.76,2023-10-04
inv_100232,sub_51007,442.41,2023-05-26
inv_100233,sub_50325,927.4,2023-03-05
inv_100234,sub_53604,271.18,2024-02-29
inv_100235,sub_53759,346.09,2023-10-02
inv_100236,sub_52117,1440.06,2023-06-23
inv_100237,sub_50912,472.55,2024-06-08
inv_100238,sub_51735,308.77,2023-03-30
inv_100239,sub_51498,1168.13,2023-06-16
inv_100240,sub_50414,330.4,2024-03-07
inv_100241,sub_51965,963.26,2023-04-08
inv_100242,sub_52631,671.23,2023-04-27
inv_100243,sub_51039,469.19,2023-12-27
inv_100244,sub_53051,935.05,2024-04-21
inv_100245,sub_50272,381.5,2024-07-28
inv_100246,sub_51024,513.52,2024-02-07
inv_100247,sub_52134,436.24,2024-07-21
inv_100248,sub_51550,151.24,2023-06-13
inv_100249,sub_53784,433.35,2024-05-30
inv_100250,sub_51123,1171.67,2023-08-13
inv_100251,sub_53249,1172.32,2024-07-18
inv_100252,sub_52088,1338.45,2023-08-11
inv_100253,sub_52982,363.44,2023-02-12
inv_100254,sub_52668,1076.71,2023-09-15
inv_100255,sub_51168,856.06,2024-07-13
inv_100256,sub_50277,1236.56,2024-06-18
inv_100257,sub_52856,926.44,2023-11-23
inv_100258,sub_53422,784.69,2023-05-26
inv_100259,sub_50874,1127.34,2024-06-06
inv_100260,sub_52779,945.0,2024-11-22
inv_100262,sub_51892,907.1,2023-01-28
inv_100263,sub_50108,799.28,2023-01-01
inv_100264,sub_52684,740.21,2023-02-03
inv_100265,sub_51189,868.31,2023-02-06
inv_100266,sub_50895,328.39,2024-11-29
inv_100267,sub_53476,1438.44,2024-01-26
inv_100268,sub_50803,171.86,2024-11-15
inv_100269,sub_53115,511.93,2024-10-23
inv_100270,sub_50422,1173.04,2024-04-24
inv_100271,sub_51793,648.89,2024-06-27
inv_100272,sub_50849,1011.87,2024-04-30
inv_100273,sub_52720,197.93,2023-09-03
inv_100274,sub_52361,48.02,2024-07-20
inv_100275,sub_52275,553.39,2024-11-13
inv_100276,sub_50229,790.21,2023-09-21
inv_100277,sub_50627,428.7,2023-05-03
inv_100278,sub_53543,238.57,2024-06-01
inv_100279,sub_50707,733.23,2023-03-30
inv_100280,sub_51506,453.3,2023-03-31
inv_100281,sub_53455,213.92,2024-06-11
inv_100282,sub_52177,711.08,2024-02-20
inv_100283,sub_51324,1340.55,2023-02-23
inv_100284,sub_50740,1014.49,2023-09-24
inv_100285,sub_51092,1090.58,2023-06-03
inv_100286,sub_50230,1449.28,2024-06-24
inv_100287,sub_50507,456.83,2023-04-30
inv_100288,sub_52262,1331.59,2024-01-17
inv_100289,sub_51211,814.85,2024-10-28
inv_100290,sub_51498,1035.25,2023-02-18
inv_100291,sub_53695,1083.49,2024-06-14
inv_100293,sub_52056,572.74,2023-11-22
inv_100294,sub_50567,1159.38,2024-08-08
inv_100295,sub_51001,512.05,2023-09-19
inv_100296,sub_50511,53.07,2023-08-17
inv_100297,sub_51829,1184.05,2023-02-24
inv_100298,sub_52164,1248.98,2023-05-11
inv_100299,sub_50744,546.66,2023-09-29
inv_100300,sub_51595,1406.28,2024-10-18
inv_100301,sub_53356,430.73,2023-09-17
inv_100302,sub_52148,78.45,2023-07-22
inv_100303,sub_53559,989.5,2023-09-27
inv_100304,sub_53436,457.73,2024-02-09
inv_100305,sub_52100,79.45,2023-09-01
inv_100306,sub_51191,57.09,2023-01-24
inv_100307,sub_50739,628.41,2024-10-24
inv_100308,sub_51794,1447.26,2023-05-19
inv_100309,sub_53118,991.74,2023-02-12
inv_100310,sub_50443,764.39,2024-07-01
inv_100311,sub_53115,33.71,2023-08-29
inv_100312,sub_52144,1281.44,2023-04-30
inv_100313,sub_51191,487.16,2023-01-14
inv_100314,sub_53574,912.79,2024-05-20
inv_100315,sub_50052,701.06,2024-06-22
inv_100316,sub_50591,452.27,2024-07-18
inv_100317,sub_52833,140.55,2024-08-07
inv_100318,sub_51199,437.79,2023-03-16
inv_100319,sub_50483,608.38,2024-12-24
inv_100320,sub_51072,856.45,2024-02-28
inv_100321,sub_51024,945.38,2024-08-29
inv_100322,sub_53557,435.26,2024-07-12
inv_100324,sub_53892,1012.53,2024-09-05
inv_100325,sub_51704,1083.29,2024-08-12
inv_100326,sub_51555,497.09,2024-01-18
inv_100327,sub_52534,99.51,2023-01-22
inv_100328,sub_52665,1008.86,2024-06-02
inv_100329,sub_50096,744.01,2024-01-12
inv_100330,sub_50184,1330.09,2023-12-05
inv_100331,sub_52683,1321.86,2023-10-11
inv_100332,sub_52163,440.38,2024-08-19
inv_100333,sub_53201,1029.9,2024-11-07
inv_100334,sub_52287,117.49,2023-11-09
inv_100335,sub_52300,881.83,2024-06-21
inv_100336,sub_50925,1240.93,2023-01-27
inv_100337,sub_52513,24.5,2023-01-29
inv_100338,sub_51895,188.97,2023-02-04
inv_100339,sub_50517,909.6,2023-07-01
inv_100340,sub_52983,1099.24,2023-02-08
inv_100341,sub_53373,1024.47,2023-08-18
inv_100342,sub_53345,380.0,2023-05-17
inv_100343,sub_51953,791.24,2024-09-15
inv_100344,sub_50468,149.11,2024-08-04
inv_100345,sub_53287,181.31,2023-11-02
inv_100346,sub_52095,839.9,2024-04-19
inv_100347,sub_52000,1254.94,2023-07-28
inv_100348,sub_53319,1315.73,2024-03-10
inv_100349,sub_53750,1427.23,2024-12-16
inv_100350,sub_52036,124.68,2023-10-29
inv_100351,sub_52477,1202.21,2023-12-14
inv_100352,sub_53828,519.41,2024-07-16
inv_100353,sub_50749,138.05,2023-01-01
inv_100355,sub_52219,462.05,2023-01-27
inv_100356,sub_50813,825.33,2023-11-23
inv_100357,sub_50852,1022.57,2024-08-07
inv_100358,sub_51550,578.23,2023-07-20
inv_100359,sub_52781,486.99,2023-11-09
inv_100360,sub_51586,679.63,2024-09-19
inv_100361,sub_51459,1207.09,2024-07-07
inv_100362,sub_50834,672.63,2024-08-31
inv_100363,sub_50533,1110.9,2023-12-07
inv_100364,sub_51939,445.6,2023-12-02
inv_100365,sub_51834,882.01,2024-04-13
inv_100366,sub_51579,1231.5,2023-01-06
inv_100367,sub_53271,238.28,2024-07-09
inv_100368,sub_51530,564.05,2023-05-25
inv_100369,sub_52413,1148.29,2024-06-07
inv_100370,sub_50083,79.45,2023-09-19
inv_100371,sub_53303,603.36,2023-10-24
inv_100372,sub_50309,236.68,2023-12-14
inv_100373,sub_53892,848.06,2023-09-18
inv_100374,sub_53501,1005.9,2023-09-27
inv_100375,sub_53428,858.81,2023-04-27
inv_100376,sub_50468,24.37,2024-01-09
inv_100377,sub_52387,603.62,2024-05-13
inv_100378,sub_53949,1122.6,2023-05-17
inv_100379,sub_52871,788.14,2024-07-01
inv_100380,sub_51059,135.07,2024-06-26
inv_100381,sub_53823,1424.24,2024-02-03
inv_100382,sub_51893,1179.75,2024-06-27
inv_100383,sub_52106,620.07,2023-08-09
inv_100384,sub_50713,1089.54,2024-02-01
inv_100386,sub_51722,543.56,2024-05-17
inv_100387,sub_53188,293.47,2023-09-16
inv_100388,sub_53930,1297.46,2023-09-21
inv_100389,sub_52787,300.71,2023-02-24
inv_100390,sub_51810,678.74,2023-10-16
inv_100391,sub_51068,287.64,2023-10-29
inv_100392,sub_52446,512.26,2023-02-15
inv_100393,sub_51258,1015.97,2024-09-11
inv_100394,sub_51060,1234.96,2024-12-27
inv_100395,sub_53265,1092.48,2024-04-22
inv_100396,sub_52745,1228.04,2023-10-16
inv_100397,sub_51261,981.61,2023-12-20
inv_100398,sub_53393,99.6,2024-05-11
inv_100399,sub_52529,1017.38,2024-06-16
inv_100400,sub_51327,310.08,2024-03-22
inv_100401,sub_53965,1318.38,2023-05-13
inv_100402,sub_51431,1174.28,2024-07-23
inv_100403,sub_51926,1081.32,2024-03-15
inv_100404,sub_52469,1039.46,2023-09-22
inv_100405,sub_53700,399.19,2024-10-27
inv_100406,sub_52593,401.25,2024-07-23
inv_100407,sub_51979,869.83,2024-03-02
inv_100408,sub_50968,510.46,2024-06-13
inv_100409,sub_51171,587.88,2023-04-15
inv_100410,sub_53103,1348.95,2024-06-26
inv_100411,sub_51064,483.19,2023-04-01
inv_100412,sub_52907,1442.25,2023-01-06
inv_100413,sub_53944,1333.48,2023-05-17
inv_100414,sub_52472,1011.49,2024-08-12
inv_100415,sub_50115,367.38,2023-07-29
inv_100417,sub_51954,218.62,2024-09-15
inv_100418,sub_51494,633.5,2023-06-10
inv_100419,sub_51423,1220.0,2023-12-26
inv_100420,sub_52039,1397.46,2024-10-11
inv_100421,sub_50580,190.43,2024-08-04
inv_100422,sub_51961,1488.33,2023-05-20
inv_100423,sub_53833,1486.73,2023-02-18
inv_100424,sub_51730,1000.65,2024-03-12
inv_100425,sub_51143,597.7,2024-03-15
inv_100426,sub_50958,668.96,2024-02-10
inv_100427,sub_50143,1379.25,2024-04-24
inv_100428,sub_51596,1159.67,2023-01-17
inv_100429,sub_51774,1059.1,2023-10-27
inv_100430,sub_50547,111.76,2023-05-17
inv_100431,sub_50623,1113.56,2023-07-07
inv_100432,sub_52664,1299.92,2024-07-05
inv_100433,sub_52153,565.68,2023-05-09
inv_100434,sub_52561,361.9,2024-07-23
inv_100435,sub_51126,203.2,2024-12-28
inv_100436,sub_51173,853.79,2024-04-04
inv_100437,sub_52357,836.48,2023-11-11
inv_100438,sub_51966,958.94,2023-01-30
inv_100439,sub_50468,845.71,2024-05-10
inv_100440,sub_51674,790.54,2023-04-28
inv_100441,sub_53854,359.32,2024-12-10
inv_100442,sub_53070,121.85,2023-01-05
inv_100443,sub_50956,503.35,2024-11-25
inv_100444,sub_50348,409.44,2024-10-03
inv_100445,sub_52654,961.38,2023-09-17
inv_100446,sub_52985,1358.21,2024-09-08
inv_100448,sub_50481,199.35,2024-10-29
inv_100449,sub_51742,700.64,2023-09-24
inv_100450,sub_51835,1384.53,2024-04-23
inv_100451,sub_50854,124.16,2024-10-16
inv_100452,sub_50878,416.3,2023-04-07
inv_100453,sub_50423,732.72,2023-02-16
inv_100454,sub_50599,1225.79,2023-05-18
inv_100455,sub_52315,1088.6,2023-09-13
inv_100456,sub_51362,1102.65,2024-08-07
inv_100457,sub_51937,378.96,2024-12-04
inv_100458,sub_52075,1135.8,2024-07-16
inv_100459,sub_53464,735.97,2024-04-28
inv_100460,sub_52677,758.14,2023-02-28
inv_100461,sub_50753,1217.72,2023-10-02
inv_100462,sub_52071,306.73,2024-08-26
inv_100463,sub_50472,229.31,2024-02-14
inv_100464,sub_52746,132.87,2023-12-12
inv_100465,sub_51390,1370.71,2024-06-13
inv_100466,sub_52392,1121.28,2024-06-21
inv_100467,sub_50863,690.73,2024-04-22
inv_100468,sub_53525,545.35,2023-07-05
inv_100469,sub_53914,1089.8,2023-07-17
inv_100470,sub_53538,1293.59,2024-01-22
inv_100471,sub_51463,1357.9,2023-12-22
inv_100472,sub_50333,1106.01,2023-05-06
inv_100473,sub_52315,230.06,2024-10-20
inv_100474,sub_51351,1175.08,2023-10-15
inv_100475,sub_50387,1227.16,2024-03-07
inv_100476,sub_51984,547.1,2023-12-29
inv_100477,sub_52120,1414.71,2024-06-27
inv_100479,sub_50607,1422.31,2024-12-10
inv_100480,sub_52180,95.82,2023-04-26
inv_100481,sub_52390,1154.24,2023-03-15
inv_100482,sub_50280,185.72,2024-02-16
inv_100483,sub_52065,1358.05,2023-01-02
inv_100484,sub_50747,1162.08,2023-04-30
inv_100485,sub_50720,506.05,2023-12-29
inv_100486,sub_51096,272.51,2023-02-21
inv_100487,sub_51115,948.43,2023-11-04
inv_100488,sub_51206,219.07,2024-11-16
inv_100489,sub_50512,53.9,2024-05-20
inv_100490,sub_50371,1084.79,2023-10-23
inv_100491,sub_53516,816.27,2023-02-03
inv_100492,sub_52080,86.04,2024-08-20
inv_100493,sub_51240,1123.25,2024-08-24
inv_100494,sub_51494,317.48,2023-08-28
inv_100495,sub_53461,369.82,2024-01-21
inv_100496,sub_51611,645.29,2023-02-11
inv_100497,sub_51134,521.72,2023-06-04
inv_100498,sub_53082,1402.83,2024-03-05
inv_100499,sub_52946,1491.19,2024-08-12
inv_100500,sub_50551,343.26,2024-06-29
inv_100501,sub_50661,1152.38,2023-02-07
inv_100502,sub_53518,1318.26,2023-01-12
inv_100503,sub_50748,541.84,2024-07-02
inv_100504,sub_50251,242.59,2024-07-25
inv_100505,sub_53155,942.14,2024-03-14
inv_100506,sub_53065,1146.11,2023-07-19
inv_100507,sub_53676,66.14,2023-12-09
inv_100508,sub_50946,722.91,2024-06-29
inv_100510,sub_52410,797.76,2024-03-08
inv_100511,sub_51728,767.11,2024-09-11
inv_100512,sub_52190,1448.16,2023-10-11
inv_100513,sub_52840,793.27,2024-03-13
inv_100514,sub_53201,433.03,2024-03-18
inv_100515,sub_51777,482.65,2023-07-24
inv_100516,sub_51490,257.75,2023-09-12
inv_100517,sub_52139,559.19,2025-01-01
inv_100518,sub_50408,1314.2,2023-05-06
inv_100519,sub_52651,250.13,2023-06-14
inv_100520,sub_52731,738.19,2023-01-06
inv_100521,sub_50481,1432.81,2024-08-07
inv_100522,sub_50566,976.5,2023-08-19
inv_100523,sub_53083,521.96,2023-09-01
inv_100524,sub_51987,992.14,2023-08-04
inv_100525,sub_52445,363.35,2023-07-11
inv_100526,sub_51519,1149.65,2023-02-09
inv_100527,sub_50303,1249.73,2024-09-15
inv_100528,sub_50709,253.34,2024-11-06
inv_100529,sub_53890,160.22,2024-08-11
inv_100530,sub_51756,1345.64,2024-04-27
inv_100531,sub_53436,1302.56,2023-01-14
inv_100532,sub_50921,197.5,2023-12-01
inv_100533,sub_53224,318.63,2024-05-21
inv_100534,sub_50482,1158.54,2023-02-05
inv_100535,sub_53964,896.01,2023-05-31
inv_100536,sub_50084,1314.33,2023-09-11
inv_100537,sub_52691,306.65,2024-04-13
inv_100538,sub_53638,1020.69,2024-05-20
inv_100539,sub_51375,344.84,2023-06-09
inv_100541,sub_53013,899.68,2023-09-09
inv_100542,sub_50905,142.17,2024-10-02
inv_100543,sub_50581,139.23,2024-03-20
inv_100544,sub_51053,1036.29,2023-10-20
inv_100545,sub_53442,520.67,2023-01-12
inv_100546,sub_52613,709.95,2023-09-21
inv_100547,sub_50765,1307.95,2024-05-03
inv_100548,sub_52116,758.04,2023-08-21
inv_100549,sub_50112,93.37,2024-04-27
inv_100550,sub_51456,273.6,2023-12-10
inv_100551,sub_52032,564.21,2024-12-01
inv_100552,sub_52097,303.25,2023-10-18
inv_100553,sub_52479,1026.9,2023-05-18
inv_100554,sub_52274,1078.84,2024-02-11
inv_100555,sub_53354,616.1,2024-07-25
inv_100556,sub_50319,32.0,2024-03-19
inv_100557,sub_52680,358.88,2023-01-18
inv_100558,sub_53775,731.64,2024-11-27
inv_100559,sub_53952,263.0,2024-07-26
inv_100560,sub_53493,272.48,2024-02-09
inv_100561,sub_52824,529.28,2023-12-10
inv_100562,sub_53495,1150.63,2024-07-09
inv_100563,sub_50660,190.73,2024-06-13
inv_100564,sub_50442,61.74,2024-07-29
inv_100565,sub_51672,1143.4,2023-10-21
inv_100566,sub_50557,933.93,2023-10-07
inv_100567,sub_52728,1212.94,2023-06-28
inv_100568,sub_50323,1240.09,2024-04-21
inv_100569,sub_51195,876.23,2023-12-02
inv_100570,sub_51041,869.04,2023-04-29
inv_100572,sub_52114,1488.99,2024-05-14
inv_100573,sub_52725,1334.03,2024-12-08
inv_100574,sub_51781,990.62,2024-06-22
inv_100575,sub_51971,868.44,2023-01-22
inv_100576,sub_52294,681.39,2023-03-02
inv_100577,sub_52500,892.49,2023-07-29
inv_100578,sub_51502,417.25,2023-06-15
inv_100579,sub_51853,1359.58,2023-05-10
inv_100580,sub_52465,332.4,2024-04-20
inv_100581,sub_53773,1329.11,2024-04-25
inv_100582,sub_50146,745.21,2023-05-14
inv_100583,sub_53229,1410.89,2024-11-07
inv_100584,sub_50142,1009.58,2024-09-28
inv_100585,sub_52950,1281.9,2024-03-15
inv_100586,sub_51762,879.42,2023-04-20
inv_100587,sub_51741,1441.95,2023-02-07
inv_100588,sub_51021,186.16,2024-08-17
inv_100589,sub_50507,507.14,2024-04-22
inv_100590,sub_50801,175.99,2023-07-12
inv_100591,sub_50126,546.21,2024-02-10
inv_100592,sub_50468,591.56,2024-01-07
inv_100593,sub_50108,554.82,2023-01-28
inv_100594,sub_51011,511.74,2024-06-13
inv_100595,sub_53383,1236.55,2024-06-06
inv_100596,sub_52893,612.94,2023-10-24
inv_100597,sub_52742,1147.65,2023-01-20
inv_100598,sub_52292,180.4,2024-07-23
inv_100599,sub_50558,263.2,2023-05-26
inv_100600,sub_52236,1136.21,2023-05-29
inv_100601,sub_53374,1377.72,2024-10-10
inv_100603,sub_51656,486.12,2024-01-30
inv_100604,sub_51231,267.41,2023-11-23
inv_100605,sub_53150,1455.12,2024-06-26
inv_100606,sub_50281,903.31,2023-06-13
inv_100607,sub_53562,369.1,2024-02-13
inv_100608,sub_50417,1146.03,2023-10-25
inv_100609,sub_50682,1001.88,2023-05-12
inv_100610,sub_52644,1084.26,2024-03-23
inv_100611,sub_50414,611.62,2023-08-31
inv_100612,sub_50999,607.22,2024-02-25
inv_100613,sub_50178,563.49,2024-06-17
inv_100614,sub_53143,1260.02,2023-10-15
inv_100615,sub_51042,488.95,2023-10-29
inv_100616,sub_52515,987.47,2024-10-16
inv_100617,sub_51323,1294.21,2023-03-11
inv_100618,sub_50899,258.37,2024-04-05
inv_100619,sub_50374,547.81,2024-01-12
inv_100620,sub_53913,1281.91,2024-09-01
inv_100621,sub_51388,360.66,2024-12-13
inv_100622,sub_51223,1101.57,2023-12-12
inv_100623,sub_52675,1473.18,2024-09-10
inv_100624,sub_53280,206.93,2024-10-02
inv_100625,sub_50444,1084.07,2024-12-13
inv_100626,sub_52561,1421.17,2023-04-16
inv_100627,sub_53195,491.26,2023-11-15
inv_100628,sub_51933,1221.09,2023-09-04
inv_100629,sub_51562,1340.83,2023-07-15
inv_100630,sub_50361,866.78,2023-07-20
inv_100631,sub_51647,580.54,2023-05-28
inv_100632,sub_52743,21.98,2023-11-23
inv_100634,sub_50580,781.95,2024-01-03
inv_100635,sub_52576,472.13,2023-08-29
inv_100636,sub_52356,1065.13,2023-07-30
inv_100637,sub_53584,1307.15,2023-06-10
inv_100638,sub_51512,949.75,2024-03-09
inv_100639,sub_53115,1052.63,2023-02-01
inv_100640,sub_50200,170.67,2023-04-26
inv_100641,sub_51197,1030.06,2023-11-10
inv_100642,sub_51983,846.02,2023-09-01
inv_100643,sub_51753,1454.38,2023-08-16
inv_100644,sub_51890,405.19,2023-05-25
inv_100645,sub_52755,616.58,2023-05-17
inv_100646,sub_50886,236.37,2024-08-05
inv_100647,sub_52693,842.77,2024-12-17
inv_100648,sub_53889,163.94,2024-05-30
inv_100649,sub_52518,1420.62,2024-05-31
inv_100650,sub_53425,1104.1,2024-02-08
inv_100651,sub_50808,540.31,2024-09-06
inv_100652,sub_53194,1480.0,2023-05-26
inv_100653,sub_53305,409.9,2023-01-06
inv_100654,sub_51136,1101.39,2023-04-10
inv_100655,sub_52623,235.15,2023-02-02
inv_100656,sub_50534,964.07,2023-10-20
inv_100657,sub_50227,938.08,2023-04-10
inv_100658,sub_52942,437.61,2024-08-24
inv_100659,sub_52888,1186.79,2023-04-05
inv_100660,sub_51081,156.46,2024-03-24
inv_100661,sub_50423,54.17,2023-03-23
inv_100662,sub_52465,155.04,2023-11-23
inv_100663,sub_51164,100.43,2023-06-06
inv_100665,sub_52989,110.27,2023-09-15
inv_100666,sub_50711,36.01,2024-12-05
inv_100667,sub_53898,843.62,2024-03-12
inv_100668,sub_50797,328.46,2023-06-24
inv_100669,sub_50082,1022.88,2023-07-11
inv_100670,sub_51779,779.15,2024-08-23
inv_100671,sub_51892,1311.93,2023-01-31
inv_100672,sub_51887,301.39,2023-10-03
inv_100673,sub_52316,512.54,2024-07-03
inv_100674,sub_52691,188.64,2023-04-30
inv_100675,sub_53856,380.26,2024-03-10
inv_100676,sub_50356,1421.05,2023-03-29
inv_100677,sub_53391,1168.09,2024-11-29
inv_100678,sub_51438,1343.28,2024-02-17
inv_100679,sub_51270,677.26,2023-12-30
inv_100680,sub_51557,1118.44,2024-02-10
inv_100681,sub_50386,307.26,2024-03-02
inv_100682,sub_50295,137.45,2024-05-06
inv_100683,sub_53945,605.49,2024-10-09
inv_100684,sub_53174,1255.86,2023-09-27
inv_100685,sub_51860,354.95,2023-02-02
inv_100686,sub_52575,375.28,2023-04-14
inv_100687,sub_53277,1483.33,2024-06-21
inv_100688,sub_51066,72.06,2023-04-07
inv_100689,sub_51130,1103.14,2024-12-29
inv_100690,sub_52852,808.87,2023-11-21
inv_100691,sub_53898,1342.11,2024-03-21
inv_100692,sub_53149,1280.12,2023-02-21
inv_100693,sub_52102,168.62,2023-03-12
inv_100694,sub_52068,448.0,2023-11-21
inv_100696,sub_53893,1191.8,2023-01-25
inv_100697,sub_53073,1428.46,2024-04-07
inv_100698,sub_51996,1126.55,2024-02-20
inv_100699,sub_53272,1113.36,2023-12-03
inv_100700,sub_51767,1254.21,2023-10-02
inv_100701,sub_52513,358.52,2023-09-07
inv_100702,sub_50454,979.42,2024-03-29
inv_100703,sub_51656,795.76,2023-10-14
inv_100704,sub_53118,617.5,2024-07-10
inv_100705,sub_52225,359.69,2024-07-13
inv_100706,sub_53669,1392.7,2024-11-02
inv_100707,sub_53552,329.24,2023-01-29
inv_100708,sub_50294,795.94,2024-07-19
inv_100709,sub_51213,481.13,2024-12-07
inv_100710,sub_53991,1473.24,2023-01-02
inv_100711,sub_52843,258.5,2023-06-07
inv_100712,sub_52302,416.85,2023-04-26
inv_100713,sub_50622,1168.86,2024-08-01
inv_100714,sub_51520,423.13,2023-05-04
inv_100715,sub_50929,1227.23,2023-02-08
inv_100716,sub_53850,374.75,2023-07-03
inv_100717,sub_53169,897.38,2023-11-15
inv_100718,sub_51845,274.73,2023-07-23
inv_100719,sub_52357,47.64,2024-01-20
inv_100720,sub_51825,293.32,2024-11-19
inv_100721,sub_50647,1477.84,2023-06-23
inv_100722,sub_53442,445.75,2023-09-21
inv_100723,sub_50746,1316.09,2023-07-31
inv_100724,sub_50981,1006.33,2023-04-04
inv_100725,sub_52662,147.9,2023-07-11
inv_100727,sub_51135,226.27,2024-03-25
inv_100728,sub_51780,1092.07,2024-08-15
inv_100729,sub_51864,1303.9,2024-05-03
inv_100730,sub_50209,1302.72,2024-09-09
inv_100731,sub_52525,1011.63,2024-10-21
inv_100732,sub_51093,559.81,2023-05-24
inv_100733,sub_50122,505.64,2024-12-29
inv_100734,sub_51967,1156.59,2024-06-24
inv_100735,sub_53931,1033.34,2023-10-12
inv_100736,sub_52744,1110.91,2024-01-11
inv_100737,sub_51280,469.69,2024-12-20
inv_100738,sub_51949,1090.79,2023-01-04
inv_100739,sub_51421,785.67,2024-02-25
inv_100740,sub_53655,364.6,2024-10-06
inv_100741,sub_53403,1210.24,2024-06-02
inv_100742,sub_53897,131.71,2024-06-17
inv_100743,sub_53303,358.13,2024-06-19
inv_100744,sub_50482,547.39,2023-11-30
inv_100745,sub_51877,283.14,2024-04-02
inv_100746,sub_53278,654.61,2024-06-13
inv_100747,sub_51966,1171.15,2024-08-05
inv_100748,sub_52249,1217.75,2024-02-17
inv_100749,sub_53906,72.53,2024-09-10
inv_100750,sub_50372,1081.93,2024-10-22
inv_100751,sub_51849,858.17,2024-05-21
inv_100752,sub_53532,223.83,2024-07-17
inv_100753,sub_50591,395.72,2024-03-15
inv_100754,sub_50816,533.48,2024-11-11
inv_100755,sub_51413,1059.8,2024-09-12
inv_100756,sub_50895,234.28,2023-03-02
inv_100758,sub_51586,497.34,2024-05-07
inv_100759,sub_51591,827.91,2023-04-29
inv_100760,sub_52036,808.36,2024-09-04
inv_100761,sub_52620,1492.74,2024-03-08
inv_100762,sub_52075,1415.08,2024-07-10
inv_100763,sub_52934,1171.93,2024-06-17
inv_100764,sub_51508,141.46,2023-12-20
inv_100765,sub_52586,169.55,2024-02-06
inv_100766,sub_51360,1215.67,2024-11-09
inv_100767,sub_53108,846.62,2024-02-24
inv_100768,sub_52645,922.25,2024-04-23
inv_100769,sub_53670,243.24,2023-07-19
inv_100770,sub_50475,390.0,2023-01-27
inv_100771,sub_51084,202.08,2023-09-10
inv_100772,sub_51432,470.14,2024-06-15
inv_100773,sub_50408,298.0,2023-02-14
inv_100774,sub_50741,654.27,2024-06-10
inv_100775,sub_53990,1296.79,2024-11-02
inv_100776,sub_50732,103.81,2023-01-18
inv_100777,sub_53544,522.92,2023-06-20
inv_100778,sub_50206,925.76,2023-12-20
inv_100779,sub_51845,451.89,2023-10-19
inv_100780,sub_53691,116.68,2023-04-18
inv_100781,sub_51168,1397.02,2024-08-29
inv_100782,sub_52714,1449.55,2023-12-18
inv_100783,sub_52785,963.29,2024-05-02
inv_100784,sub_53029,115.74,2023-11-04
inv_100785,sub_50288,1186.39,2024-05-29
inv_100786,sub_50223,1237.75,2023-09-19
inv_100787,sub_51711,540.26,2023-05-15
inv_100789,sub_53295,1361.67,2024-05-30
inv_100790,sub_52892,1130.82,2023-09-24
inv_100791,sub_50838,1239.36,2024-09-29
inv_100792,sub_51913,936.58,2024-11-12
inv_100793,sub_53550,89.86,2024-01-19
inv_100794,sub_51564,530.2,2023-03-13
inv_100795,sub_51718,1275.54,2024-09-08
inv_100796,sub_52052,645.07,2024-05-19
inv_100797,sub_53316,751.9,2024-06-17
inv_100798,sub_53371,1063.08,2023-01-30
inv_100799,sub_50928,181.95,2023-02-01
inv_100800,sub_51531,1076.82,2024-11-22
inv_100801,sub_51369,1345.03,2023-09-07
inv_100802,sub_50731,1405.97,2024-12-17
inv_100803,sub_50050,770.42,2024-01-04
inv_100804,sub_52137,60.25,2024-11-15
inv_100805,sub_50573,578.68,2024-04-07
inv_100806,sub_50577,658.62,2024-03-01
inv_100807,sub_51588,849.65,2023-11-02
inv_100808,sub_53084,896.22,2023-10-10
inv_100809,sub_53318,1411.42,2023-10-03
inv_100810,sub_51543,944.7,2023-12-01
inv_100811,sub_52524,667.77,2024-08-03
inv_100812,sub_50525,390.18,2024-10-27
inv_100813,sub_51333,802.96,2023-10-08
inv_100814,sub_50240,330.28,2023-12-06
inv_100815,sub_50583,625.12,2023-03-16
inv_100816,sub_53678,272.5,2023-10-23
inv_100817,sub_50049,719.6,2023-11-10
inv_100818,sub_51092,375.99,2023-04-25
inv_100820,sub_50383,1183.31,2023-11-24
inv_100821,sub_50935,926.66,2023-06-04
inv_100822,sub_50235,1262.9,2023-09-24
inv_100823,sub_50137,1105.87,2023-02-14
inv_100824,sub_51657,315.84,2024-04-04
inv_100825,sub_51609,347.09,2023-12-11
inv_100826,sub_52064,635.17,2024-09-03
inv_100827,sub_53672,53.18,2023-11-10
inv_100828,sub_53603,556.12,2023-09-02
inv_100829,sub_50656,943.54,2023-05-02
inv_100830,sub_53594,148.72,2024-04-10
inv_100831,sub_50429,846.06,2023-09-06
inv_100832,sub_51167,836.62,2023-08-31
inv_100833,sub_50146,776.29,2024-01-25
inv_100834,sub_53041,377.05,2023-03-04
inv_100835,sub_53598,1322.67,2023-04-19
inv_100836,sub_50628,1321.31,2024-05-24
inv_100837,sub_52976,946.41,2023-01-19
inv_100838,sub_51804,910.41,2023-03-06
inv_100839,sub_51132,1163.54,2024-06-18
inv_100840,sub_50735,403.16,2024-07-01
inv_100841,sub_50988,149.45,2023-10-08
inv_100842,sub_52791,652.18,2023-07-08
inv_100843,sub_52813,1363.42,2023-03-02
inv_100844,sub_51096,1291.56,2023-03-25
inv_100845,sub_53601,1237.36,2023-01-13
inv_100846,sub_52697,747.14,2023-10-14
